No,year,month,day,hour,PM2.5_shunyi,PM10_shunyi,TEMP_shunyi,DEWP_shunyi,WSPM_shunyi,PM2.5_guanyan,PM10_guanyan,TEMP_guanyan,DEWP_guanyan,WSPM_guanyan,PM2.5_Percentile_Category_shunyi,PM10_Percentile_Category_shunyi,PM2.5_Percentile_Category_guanyan,PM10_Percentile_Category_guanyan
8793,2014,3,2,8,116.0,139.0,0.9,-5.4,1.3,111.0,122.0,1.1,-3.6,1.1,Very High,Very High,High,High
8794,2014,3,2,9,121.0,153.0,2.5,-5.2,0.9,117.0,135.0,2.3,-3.2,1.5,Very High,Very High,Very High,High
8795,2014,3,2,10,144.0,164.0,4.1,-5.4,1.5,129.0,159.0,4.8,-3.5,1.7,Very High,Very High,Very High,Very High
8796,2014,3,2,11,144.0,155.0,6.2,-5.8,2.0,148.0,170.0,6.6,-5.1,1.8,Very High,Very High,Very High,Very High
8797,2014,3,2,12,157.0,161.0,7.4,-6.7,2.4,156.0,165.0,8.4,-5.5,1.6,Very High,Very High,Very High,Very High
8798,2014,3,2,13,145.0,166.0,9.5,-7.7,2.4,159.0,170.0,9.6,-6.3,0.9,Very High,Very High,Very High,Very High
8799,2014,3,2,14,147.0,161.0,11.1,-8.7,2.7,158.0,162.0,11.0,-6.8,2.8,Very High,Very High,Very High,Very High
8800,2014,3,2,15,125.0,139.0,11.1,-8.7,3.6,140.0,148.0,11.0,-6.8,2.6,Very High,Very High,Very High,High
8801,2014,3,2,16,121.0,143.0,10.6,-9.2,2.3,143.0,154.0,10.4,-6.9,2.6,Very High,Very High,Very High,Very High
8802,2014,3,2,17,113.0,139.0,9.0,-7.7,2.3,131.0,147.0,9.0,-6.4,2.7,Very High,Very High,Very High,High
8803,2014,3,2,18,129.0,156.0,7.2,-7.6,1.6,129.0,160.0,7.7,-5.7,2.2,Very High,Very High,Very High,Very High
8804,2014,3,2,19,153.0,188.0,6.9,-6.8,2.1,150.0,181.0,6.9,-5.8,2.1,Very High,Very High,Very High,Very High
8805,2014,3,2,20,173.0,204.0,5.8,-3.8,2.1,150.0,167.0,5.5,-5.2,1.2,Very High,Very High,Very High,Very High
8806,2014,3,2,21,198.0,238.0,4.9,-3.4,1.7,160.0,190.0,3.3,-5.1,0.1,Very High,Very High,Very High,Very High
8807,2014,3,2,22,240.0,244.0,3.6,-1.8,1.8,160.0,217.0,4.7,-3.8,0.9,Very High,Very High,Very High,Very High
8808,2014,3,2,23,264.0,268.0,2.7,-1.7,1.7,82.93337203901532,239.0,1.5,-3.6,0.5,Very High,Very High,High,Very High
8809,2014,3,3,0,207.0,202.0,1.6,-2.4,0.7,150.0,267.0,2.7,-0.8,1.4,Very High,Very High,Very High,Very High
8810,2014,3,3,1,180.0,182.0,0.0,-3.0,0.0,257.0,257.0,2.1,-1.0,1.3,Very High,Very High,Very High,Very High
8811,2014,3,3,2,161.0,187.0,-0.5,-2.9,0.6,182.0,159.0,1.3,-1.3,1.5,Very High,Very High,Very High,Very High
8812,2014,3,3,3,191.0,191.0,-0.9,-3.4,0.1,145.0,164.0,-0.2,-1.9,0.7,Very High,Very High,Very High,Very High
8813,2014,3,3,4,200.0,220.0,-1.5,-3.9,0.0,172.0,143.0,-1.7,-3.1,0.5,Very High,Very High,Very High,High
8814,2014,3,3,5,199.0,218.0,-2.0,-4.0,0.0,127.0,141.0,-2.2,-3.2,0.8,Very High,Very High,Very High,High
8815,2014,3,3,6,199.0,214.0,-2.2,-3.8,0.0,128.0,161.0,-2.3,-3.0,0.6,Very High,Very High,Very High,Very High
8816,2014,3,3,7,204.0,221.0,-0.7,-2.6,1.2,173.0,175.0,-1.1,-1.7,0.9,Very High,Very High,Very High,Very High
8817,2014,3,3,8,218.0,243.0,0.5,-2.6,1.9,197.0,215.0,2.3,-1.7,1.2,Very High,Very High,Very High,Very High
8818,2014,3,3,9,252.0,296.0,0.8,-4.6,1.6,209.0,237.0,3.1,-2.4,1.7,Very High,Very High,Very High,Very High
8819,2014,3,3,10,227.0,242.0,1.7,-4.2,0.8,202.0,220.0,2.8,-2.5,1.2,Very High,Very High,Very High,Very High
8820,2014,3,3,11,198.0,201.0,2.3,-4.7,1.3,222.0,242.0,3.1,-2.6,0.9,Very High,Very High,Very High,Very High
8821,2014,3,3,12,159.0,157.0,2.7,-7.2,1.4,231.0,262.0,3.5,-2.7,1.5,Very High,Very High,Very High,Very High
8822,2014,3,3,13,137.0,122.0,2.5,-8.0,1.7,252.0,285.0,3.3,-2.7,2.1,Very High,High,Very High,Very High
8823,2014,3,3,14,120.0,126.0,2.8,-5.8,1.5,286.0,327.0,3.2,-3.0,2.0,Very High,High,Very High,Very High
8824,2014,3,3,15,151.0,171.0,2.8,-6.6,1.2,298.0,351.0,3.2,-3.2,1.5,Very High,Very High,Very High,Very High
8825,2014,3,3,16,186.0,212.0,2.8,-5.8,1.6,301.0,346.0,3.2,-3.6,1.9,Very High,Very High,Very High,Very High
8826,2014,3,3,17,195.0,235.0,3.0,-4.9,1.2,277.0,319.0,3.0,-3.8,1.6,Very High,Very High,Very High,Very High
8827,2014,3,3,18,207.0,243.0,3.0,-4.2,1.3,241.0,273.0,2.9,-3.7,1.4,Very High,Very High,Very High,Very High
8828,2014,3,3,19,236.0,270.0,3.2,-3.8,1.2,233.0,268.0,2.6,-3.5,1.6,Very High,Very High,Very High,Very High
8829,2014,3,3,20,252.0,276.0,2.8,-4.9,1.1,243.0,281.0,2.4,-3.3,1.5,Very High,Very High,Very High,Very High
8830,2014,3,3,21,259.0,289.0,2.2,-6.9,0.7,238.0,281.0,2.2,-2.9,1.3,Very High,Very High,Very High,Very High
8831,2014,3,3,22,227.0,244.0,2.2,-7.4,1.1,234.0,277.0,2.7,-2.6,2.0,Very High,Very High,Very High,Very High
8832,2014,3,3,23,215.0,235.0,1.9,-7.4,1.0,236.0,281.0,2.9,-2.4,1.8,Very High,Very High,Very High,Very High
8833,2014,3,4,0,192.0,201.0,2.7,-6.4,0.8,233.0,291.0,2.7,-2.4,1.9,Very High,Very High,Very High,Very High
8834,2014,3,4,1,170.0,184.0,2.2,-5.2,1.8,241.0,321.0,2.2,-2.3,1.3,Very High,Very High,Very High,Very High
8835,2014,3,4,2,179.0,199.0,1.1,-4.2,0.2,257.0,316.0,1.9,-2.2,1.0,Very High,Very High,Very High,Very High
8836,2014,3,4,3,194.0,218.0,1.6,-3.1,0.4,251.0,273.0,2.0,-3.7,1.4,Very High,Very High,Very High,Very High
8837,2014,3,4,4,215.0,243.0,-0.7,-4.4,0.6,143.0,85.0,3.8,-8.9,2.1,Very High,Very High,Very High,Medium
8838,2014,3,4,5,202.0,208.0,-1.3,-6.1,1.2,69.0,12.0,2.3,-9.0,1.4,Very High,Very High,High,Low
8839,2014,3,4,6,156.0,151.0,-2.4,-6.9,0.1,21.0,5.0,-1.5,-8.9,0.7,Very High,Very High,Low,Low
8840,2014,3,4,7,76.0,43.0,2.0,-9.0,0.9,9.0,5.0,1.6,-9.4,1.3,High,Medium,Low,Low
8841,2014,3,4,8,38.0,17.0,5.9,-14.2,3.2,3.0,5.0,6.0,-12.1,2.6,Medium,Low,Low,Low
8842,2014,3,4,9,32.0,13.0,6.5,-20.0,5.4,6.0,7.0,6.8,-16.6,3.1,Medium,Low,Low,Low
8843,2014,3,4,10,6.0,5.0,7.1,-19.5,4.8,13.0,5.0,7.3,-18.5,3.6,Low,Low,Low,Low
8844,2014,3,4,11,7.0,18.0,8.0,-18.8,4.4,3.0,5.0,7.8,-19.0,5.4,Low,Low,Low,Low
8845,2014,3,4,12,4.0,9.0,8.4,-18.5,3.3,3.0,5.0,8.3,-19.5,4.5,Low,Low,Low,Low
8846,2014,3,4,13,3.0,10.0,8.8,-20.1,4.6,7.0,9.0,9.3,-18.7,3.9,Low,Low,Low,Low
8847,2014,3,4,14,3.0,5.0,9.4,-19.7,4.9,11.0,20.0,9.3,-19.8,3.9,Low,Low,Low,Low
8848,2014,3,4,15,3.0,8.0,8.9,-21.2,2.3,7.0,14.0,9.2,-19.8,5.0,Low,Low,Low,Low
8849,2014,3,4,16,3.0,11.0,8.3,-21.6,2.6,9.0,28.0,8.5,-20.4,3.6,Low,Low,Low,Low
8850,2014,3,4,17,3.0,5.0,7.0,-21.6,4.0,9.0,22.0,6.4,-21.0,2.5,Low,Low,Low,Low
8851,2014,3,4,18,3.0,9.0,5.6,-21.7,3.2,8.0,24.0,5.4,-21.8,2.9,Low,Low,Low,Low
8852,2014,3,4,19,7.0,26.0,4.3,-20.9,2.3,9.0,23.0,4.9,-21.3,2.5,Low,Low,Low,Low
8853,2014,3,4,20,16.0,33.0,4.1,-21.1,3.2,11.0,23.0,3.3,-18.2,1.4,Low,Medium,Low,Low
8854,2014,3,4,21,16.0,33.0,3.2,-20.3,0.9,8.0,21.0,3.3,-18.8,2.9,Low,Medium,Low,Low
8855,2014,3,4,22,6.0,10.0,2.4,-20.2,2.4,3.0,8.0,2.5,-18.3,3.2,Low,Low,Low,Low
8856,2014,3,4,23,3.0,11.0,1.5,-19.1,1.6,10.0,5.0,1.8,-18.3,1.3,Low,Low,Low,Low
8857,2014,3,5,0,8.0,5.0,0.6,-18.2,1.7,3.0,5.0,-2.3,-14.4,0.7,Low,Low,Low,Low
8858,2014,3,5,1,3.0,7.0,-0.4,-16.3,1.2,9.0,5.0,-3.8,-12.7,0.8,Low,Low,Low,Low
8859,2014,3,5,2,14.0,18.0,-2.8,-15.5,0.7,8.0,5.0,-4.4,-13.3,1.1,Low,Low,Low,Low
8860,2014,3,5,3,15.0,15.0,-4.5,-12.2,0.1,3.0,5.0,-1.7,-17.9,1.6,Low,Low,Low,Low
8861,2014,3,5,4,10.0,15.0,-5.2,-11.4,0.0,3.0,5.0,-1.4,-17.2,1.7,Low,Low,Low,Low
8862,2014,3,5,5,13.0,18.0,-5.4,-14.0,0.8,3.0,5.0,-4.0,-16.9,0.7,Low,Low,Low,Low
8863,2014,3,5,6,14.0,10.0,-5.5,-12.3,0.6,3.0,7.0,-5.4,-12.6,0.6,Low,Low,Low,Low
8864,2014,3,5,7,14.0,19.0,-1.2,-15.1,1.1,3.0,7.0,-2.3,-14.7,1.4,Low,Low,Low,Low
8865,2014,3,5,8,21.0,31.0,1.4,-16.5,1.5,27.0,37.0,2.2,-18.5,1.0,Medium,Low,Medium,Low
8866,2014,3,5,9,22.0,39.0,3.4,-18.1,1.3,18.0,21.0,4.5,-17.8,2.2,Medium,Medium,Low,Low
8867,2014,3,5,10,26.0,33.0,5.2,-19.4,1.7,20.0,21.0,4.6,-18.4,4.0,Medium,Medium,Low,Low
8868,2014,3,5,11,29.0,32.0,6.2,-19.4,2.5,27.0,42.0,5.7,-17.5,3.5,Medium,Low,Medium,Medium
8869,2014,3,5,12,17.0,19.0,7.8,-19.0,4.1,23.0,32.0,7.1,-17.1,3.9,Low,Low,Low,Low
8870,2014,3,5,13,28.0,39.0,8.4,-19.4,4.5,21.0,28.0,7.5,-16.8,5.6,Medium,Medium,Low,Low
8871,2014,3,5,14,22.0,31.0,8.7,-19.2,4.0,27.0,38.0,8.3,-16.9,3.6,Medium,Low,Medium,Low
8872,2014,3,5,15,28.0,37.0,8.6,-19.3,3.8,28.0,43.0,8.1,-16.3,3.9,Medium,Medium,Medium,Medium
8873,2014,3,5,16,22.0,42.0,7.9,-18.0,4.4,26.0,44.0,7.3,-15.5,4.5,Medium,Medium,Medium,Medium
8874,2014,3,5,17,25.0,64.0,6.7,-17.4,4.3,31.0,48.0,6.2,-15.8,4.3,Medium,Medium,Medium,Medium
8875,2014,3,5,18,31.0,76.0,5.8,-16.1,3.3,38.0,67.0,4.9,-14.0,2.7,Medium,Medium,Medium,Medium
8876,2014,3,5,19,41.0,81.0,5.1,-16.1,2.4,42.0,75.0,4.1,-12.8,0.0,Medium,High,Medium,Medium
8877,2014,3,5,20,44.0,85.0,4.1,-19.5,1.6,46.0,76.0,1.7,-10.2,0.8,Medium,High,Medium,Medium
8878,2014,3,5,21,45.0,78.0,4.5,-21.6,3.2,48.0,72.0,3.2,-18.3,2.0,Medium,Medium,Medium,Medium
8879,2014,3,5,22,25.0,32.0,3.0,-21.2,2.0,46.0,34.0,3.2,-20.3,2.9,Medium,Low,Medium,Low
8880,2014,3,5,23,10.0,20.0,2.6,-22.3,1.9,11.0,5.0,1.8,-18.3,0.8,Low,Low,Low,Low
8881,2014,3,6,0,11.0,18.0,1.4,-21.8,1.5,6.0,8.0,-1.7,-18.7,1.5,Low,Low,Low,Low
8882,2014,3,6,1,13.0,17.0,0.4,-21.9,2.2,7.0,9.0,0.6,-20.4,2.0,Low,Low,Low,Low
8883,2014,3,6,2,14.0,18.0,1.1,-22.0,3.3,12.0,13.0,1.5,-21.0,4.3,Low,Low,Low,Low
8884,2014,3,6,3,9.0,11.0,0.1,-22.1,1.2,5.0,9.0,1.0,-20.7,2.2,Low,Low,Low,Low
8885,2014,3,6,4,8.0,11.0,-2.6,-19.5,0.6,5.0,8.0,0.2,-20.2,1.9,Low,Low,Low,Low
8886,2014,3,6,5,10.0,11.0,-4.3,-15.9,0.5,9.0,9.0,-1.1,-19.7,1.8,Low,Low,Low,Low
8887,2014,3,6,6,7.0,14.0,-5.0,-16.5,0.8,5.0,13.0,-1.0,-19.1,2.2,Low,Low,Low,Low
8888,2014,3,6,7,7.0,15.0,0.5,-21.1,1.6,12.0,17.0,0.5,-19.4,2.1,Low,Low,Low,Low
8889,2014,3,6,8,9.0,29.0,2.1,-21.9,1.9,18.0,28.0,2.4,-20.2,2.8,Low,Low,Low,Low
8890,2014,3,6,9,9.0,27.0,2.5,-22.4,1.1,18.0,28.0,3.5,-20.8,2.0,Low,Low,Low,Low
8891,2014,3,6,10,8.0,12.0,3.8,-21.3,1.1,14.0,18.0,4.7,-20.6,1.5,Low,Low,Low,Low
8892,2014,3,6,11,5.0,13.0,5.3,-22.9,4.1,4.0,14.0,6.2,-20.3,2.3,Low,Low,Low,Low
8893,2014,3,6,12,14.0,16.0,6.3,-22.1,4.6,5.0,12.0,6.7,-21.8,1.9,Low,Low,Low,Low
8894,2014,3,6,13,6.0,12.0,6.3,-22.1,1.7,12.0,5.0,7.6,-22.2,3.8,Low,Low,Low,Low
8895,2014,3,6,14,7.0,13.0,7.4,-22.3,2.2,3.0,5.0,7.9,-21.9,3.2,Low,Low,Low,Low
8896,2014,3,6,15,13.0,22.0,7.6,-22.2,3.8,10.0,11.0,8.8,-21.2,1.5,Low,Low,Low,Low
8897,2014,3,6,16,14.0,25.0,7.4,-22.3,3.9,3.0,11.0,8.6,-20.3,2.5,Low,Low,Low,Low
8898,2014,3,6,17,12.0,30.0,6.0,-22.3,1.7,7.0,15.0,6.6,-19.9,1.2,Low,Low,Low,Low
8899,2014,3,6,18,11.0,29.0,3.5,-20.8,2.7,5.0,11.0,5.3,-18.6,3.4,Low,Low,Low,Low
8900,2014,3,6,19,13.0,26.0,3.8,-20.5,2.3,26.0,49.0,4.5,-17.8,2.4,Low,Low,Medium,Medium
8901,2014,3,6,20,35.0,61.0,3.7,-19.9,1.7,30.0,48.0,3.7,-17.2,2.5,Medium,Medium,Medium,Medium
8902,2014,3,6,21,46.0,77.0,1.9,-18.8,1.1,36.0,51.0,3.6,-16.7,2.6,Medium,Medium,Medium,Medium
8903,2014,3,6,22,50.0,90.0,1.6,-15.9,2.4,50.0,80.0,2.7,-15.4,1.8,Medium,High,Medium,Medium
8904,2014,3,6,23,76.0,100.0,1.0,-11.8,2.0,51.0,86.0,2.7,-16.4,2.8,High,High,Medium,Medium
8905,2014,3,7,0,79.0,127.0,0.4,-9.1,1.9,62.0,90.0,1.1,-15.9,0.9,High,High,High,Medium
8906,2014,3,7,1,74.0,109.0,-1.4,-8.4,1.6,72.0,98.0,-1.1,-14.3,0.7,High,High,High,High
8907,2014,3,7,2,75.0,111.0,-2.0,-7.9,1.5,81.0,109.0,-1.1,-16.1,2.1,High,High,High,High
8908,2014,3,7,3,76.0,114.0,-2.5,-7.8,1.5,94.0,122.0,-1.9,-12.6,1.3,High,High,High,High
8909,2014,3,7,4,71.0,101.0,-2.7,-8.6,1.3,84.0,102.0,-3.0,-10.3,0.9,High,High,High,High
8910,2014,3,7,5,70.0,90.0,-3.2,-9.7,1.1,90.0,149.0,-3.2,-8.1,1.2,High,High,High,Very High
8911,2014,3,7,6,66.0,88.0,-3.7,-10.3,2.0,78.0,125.0,-2.5,-7.4,1.3,High,High,High,High
8912,2014,3,7,7,69.0,93.0,-1.9,-12.0,1.9,74.0,104.0,-0.7,-8.2,1.7,High,High,High,High
8913,2014,3,7,8,65.0,82.0,1.0,-13.1,2.9,63.0,83.0,2.9,-15.7,2.6,High,High,High,Medium
8914,2014,3,7,9,60.0,84.0,3.3,-17.0,3.1,58.0,63.0,5.1,-19.5,2.9,High,High,Medium,Medium
8915,2014,3,7,10,44.0,48.0,4.8,-20.5,4.6,33.0,36.0,6.1,-20.3,3.4,Medium,Medium,Medium,Low
8916,2014,3,7,11,22.0,18.0,6.2,-20.3,4.2,35.0,39.0,7.6,-17.5,1.5,Medium,Low,Medium,Low
8917,2014,3,7,12,9.0,13.0,7.1,-20.5,2.2,24.0,33.0,8.3,-18.6,1.6,Low,Low,Low,Low
8918,2014,3,7,13,9.0,13.0,8.0,-20.8,2.0,23.0,32.0,8.6,-19.3,1.0,Low,Low,Low,Low
8919,2014,3,7,14,3.0,9.0,8.0,-21.9,1.3,27.0,15.0,8.6,-18.3,0.8,Low,Low,Medium,Low
8920,2014,3,7,15,8.0,9.0,7.6,-21.1,2.1,8.0,14.0,8.2,-17.8,2.5,Low,Low,Low,Low
8921,2014,3,7,16,3.0,9.0,7.3,-20.3,1.4,28.0,34.0,7.6,-17.5,2.7,Low,Low,Medium,Low
8922,2014,3,7,17,12.0,15.0,6.6,-19.9,1.3,37.0,50.0,6.3,-16.3,2.7,Low,Low,Medium,Medium
8923,2014,3,7,18,19.0,35.0,5.0,-18.8,1.1,36.0,54.0,5.9,-16.7,2.8,Low,Medium,Medium,Medium
8924,2014,3,7,19,21.0,47.0,3.6,-16.7,1.2,34.0,51.0,5.8,-14.9,2.7,Medium,Medium,Medium,Medium
8925,2014,3,7,20,53.0,73.0,3.1,-16.6,1.0,38.0,56.0,5.0,-13.9,1.6,Medium,Medium,Medium,Medium
8926,2014,3,7,21,71.0,107.0,1.9,-15.2,0.7,56.0,83.0,4.9,-13.5,1.9,High,High,Medium,Medium
8927,2014,3,7,22,88.0,125.0,3.1,-14.6,1.5,66.0,100.0,4.8,-13.1,1.7,High,High,High,High
8928,2014,3,7,23,99.0,133.0,2.6,-13.3,1.3,67.0,91.0,4.6,-12.8,1.6,High,High,High,High
8929,2014,3,8,0,108.0,137.0,2.0,-10.9,1.1,79.0,108.0,2.8,-8.3,1.1,High,High,High,High
8930,2014,3,8,1,117.0,150.0,2.6,-9.7,2.0,118.0,171.0,2.0,-7.9,1.5,Very High,Very High,Very High,Very High
8931,2014,3,8,2,122.0,162.0,1.6,-8.5,1.6,125.0,160.0,1.5,-7.3,0.8,Very High,Very High,Very High,Very High
8932,2014,3,8,3,113.0,167.0,0.7,-5.8,1.8,115.0,125.0,0.4,-7.4,0.4,Very High,Very High,Very High,High
8933,2014,3,8,4,109.0,138.0,0.5,-4.0,2.0,112.0,125.0,1.2,-11.6,1.3,High,Very High,High,High
8934,2014,3,8,5,122.0,152.0,0.3,-3.4,1.0,128.0,135.0,0.8,-10.4,1.8,Very High,Very High,Very High,High
8935,2014,3,8,6,121.0,136.0,0.2,-2.8,2.7,128.0,142.0,0.6,-4.4,1.5,Very High,High,Very High,High
8936,2014,3,8,7,118.0,132.0,0.7,-2.5,1.3,114.0,144.0,0.3,-4.7,1.2,Very High,High,Very High,High
8937,2014,3,8,8,118.0,132.0,1.4,-1.8,2.5,123.0,166.0,1.7,-2.3,1.4,Very High,High,Very High,Very High
8938,2014,3,8,9,116.0,128.0,3.0,-2.1,1.2,139.0,166.0,3.0,-3.8,2.1,Very High,High,Very High,Very High
8939,2014,3,8,10,126.0,133.0,4.5,-2.8,1.4,151.0,190.0,5.1,-3.2,1.4,Very High,High,Very High,Very High
8940,2014,3,8,11,133.0,140.0,6.3,-3.1,1.4,169.0,201.0,7.0,-3.3,1.3,Very High,Very High,Very High,Very High
8941,2014,3,8,12,119.0,146.0,7.7,-6.1,1.9,172.0,199.0,8.7,-3.5,1.7,Very High,Very High,Very High,Very High
8942,2014,3,8,13,125.0,151.0,8.9,-6.5,2.1,182.0,196.0,9.3,-3.6,2.2,Very High,Very High,Very High,Very High
8943,2014,3,8,14,159.0,170.0,10.2,-6.2,2.9,185.0,214.0,10.0,-4.0,2.0,Very High,Very High,Very High,Very High
8944,2014,3,8,15,159.0,171.0,10.4,-5.2,3.0,176.0,195.0,10.4,-5.2,2.5,Very High,Very High,Very High,Very High
8945,2014,3,8,16,158.0,172.0,9.9,-5.3,1.5,176.0,199.0,10.2,-5.4,2.6,Very High,Very High,Very High,Very High
8946,2014,3,8,17,183.0,199.0,8.4,-5.1,0.6,173.0,185.0,9.4,-5.7,1.4,Very High,Very High,Very High,Very High
8947,2014,3,8,18,196.0,213.0,6.2,-4.0,1.2,180.0,200.0,6.6,-5.1,0.0,Very High,Very High,Very High,Very High
8948,2014,3,8,19,204.0,237.0,5.7,-4.2,0.9,176.0,197.0,3.3,-3.7,0.8,Very High,Very High,Very High,Very High
8949,2014,3,8,20,226.0,264.0,4.3,-4.0,0.8,193.0,221.0,3.7,-8.0,1.2,Very High,Very High,Very High,Very High
8950,2014,3,8,21,222.0,242.0,1.8,-4.5,1.0,173.0,153.0,2.8,-11.5,0.8,Very High,Very High,Very High,Very High
8951,2014,3,8,22,199.0,221.0,0.3,-5.9,0.0,75.0,39.0,0.6,-9.4,0.1,Very High,Very High,High,Low
8952,2014,3,8,23,165.0,182.0,-0.8,-7.0,0.8,36.0,51.0,-0.4,-10.4,0.0,Very High,Very High,Medium,Medium
8953,2014,3,9,0,136.0,118.0,-2.0,-6.4,0.4,61.0,39.0,-1.2,-7.8,1.4,Very High,High,Medium,Low
8954,2014,3,9,1,54.0,22.0,-2.8,-6.4,0.0,26.0,9.0,-0.2,-7.5,1.2,Medium,Low,Medium,Low
8955,2014,3,9,2,29.0,13.0,-3.0,-7.5,0.7,9.0,13.0,-0.1,-12.7,1.0,Medium,Low,Low,Low
8956,2014,3,9,3,25.0,5.0,-2.9,-8.6,1.6,10.0,28.0,-1.7,-11.3,0.9,Medium,Low,Low,Low
8957,2014,3,9,4,39.0,53.0,0.2,-7.1,1.1,38.0,19.0,-1.5,-12.5,0.6,Medium,Medium,Medium,Low
8958,2014,3,9,5,148.0,223.0,-0.7,-5.7,1.0,59.0,129.0,-2.5,-9.0,0.7,Very High,Very High,Medium,High
8959,2014,3,9,6,190.0,230.0,-2.3,-5.4,0.0,161.0,219.0,-2.8,-7.1,0.0,Very High,Very High,Very High,Very High
8960,2014,3,9,7,171.0,187.0,1.0,-6.1,0.8,122.0,131.0,-0.9,-6.3,0.1,Very High,Very High,Very High,High
8961,2014,3,9,8,165.0,184.0,2.6,-6.5,1.5,102.0,128.0,3.1,-8.6,1.6,Very High,Very High,High,High
8962,2014,3,9,9,170.0,195.0,4.9,-7.6,0.6,108.0,122.0,5.1,-6.8,1.7,Very High,Very High,High,High
8963,2014,3,9,10,133.0,129.0,6.2,-7.8,1.6,138.0,166.0,6.5,-5.8,1.0,Very High,High,Very High,Very High
8964,2014,3,9,11,75.0,76.0,7.1,-7.4,1.1,175.0,192.0,8.1,-5.4,2.6,High,Medium,Very High,Very High
8965,2014,3,9,12,63.0,96.0,8.7,-7.9,1.9,154.0,187.0,9.0,-5.7,2.7,High,High,Very High,Very High
8966,2014,3,9,13,124.0,134.0,9.4,-8.2,3.2,150.0,172.0,9.9,-5.7,2.2,Very High,High,Very High,Very High
8967,2014,3,9,14,104.0,126.0,9.7,-8.9,1.6,131.0,143.0,10.2,-6.6,1.6,High,High,Very High,High
8968,2014,3,9,15,100.0,125.0,9.8,-8.8,2.3,132.0,123.0,10.0,-6.4,2.4,High,High,Very High,High
8969,2014,3,9,16,100.0,121.0,9.2,-8.9,3.2,95.0,108.0,9.5,-6.8,3.6,High,High,High,High
8970,2014,3,9,17,112.0,118.0,8.2,-8.8,1.6,92.0,101.0,8.5,-7.7,2.6,Very High,High,High,High
8971,2014,3,9,18,114.0,121.0,7.0,-8.2,1.7,87.0,101.0,7.1,-7.4,1.2,Very High,High,High,High
8972,2014,3,9,19,115.0,122.0,5.6,-9.8,3.6,84.0,112.0,6.1,-7.2,3.6,Very High,High,High,High
8973,2014,3,9,20,98.0,125.0,4.2,-7.6,3.2,93.0,118.0,6.0,-5.7,2.9,High,High,High,High
8974,2014,3,9,21,66.0,122.0,1.6,-4.3,4.6,84.0,117.0,4.6,-4.9,2.6,High,High,High,High
8975,2014,3,9,22,59.0,116.0,0.7,-4.3,2.6,68.0,92.0,3.4,-3.6,3.3,High,High,High,High
8976,2014,3,9,23,33.0,48.0,0.1,-4.7,2.5,71.0,83.0,2.4,-3.3,1.4,Medium,Medium,High,Medium
8977,2014,3,10,0,32.0,36.0,-0.3,-5.7,3.1,68.0,77.0,1.3,-3.2,1.0,Medium,Medium,High,Medium
8978,2014,3,10,1,35.0,38.0,-0.7,-6.3,2.3,58.0,73.0,0.3,-3.1,1.8,Medium,Medium,Medium,Medium
8979,2014,3,10,2,38.0,42.0,-1.3,-6.5,0.7,30.0,44.0,0.3,-3.3,1.1,Medium,Medium,Medium,Medium
8980,2014,3,10,3,47.0,62.0,-1.5,-6.6,0.6,19.0,27.0,0.3,-3.6,1.6,Medium,Medium,Low,Low
8981,2014,3,10,4,50.0,65.0,-0.9,-6.3,0.5,19.0,22.0,0.4,-4.1,1.9,Medium,Medium,Low,Low
8982,2014,3,10,5,48.0,64.0,-0.7,-6.3,0.0,19.0,34.0,0.3,-4.5,1.5,Medium,Medium,Low,Low
8983,2014,3,10,6,50.0,67.0,-0.3,-6.1,1.3,24.0,42.0,0.3,-4.7,1.6,Medium,Medium,Low,Medium
8984,2014,3,10,7,53.0,74.0,0.3,-6.1,0.8,48.0,54.0,0.8,-4.4,1.9,Medium,Medium,Medium,Medium
8985,2014,3,10,8,61.0,77.0,1.4,-5.5,0.4,56.0,71.0,1.8,-3.9,1.2,High,Medium,Medium,Medium
8986,2014,3,10,9,57.0,84.0,2.6,-4.6,1.4,63.0,94.0,2.8,-3.8,1.4,Medium,High,High,High
8987,2014,3,10,10,54.0,62.0,4.0,-4.5,1.0,78.0,109.0,3.8,-3.3,1.9,Medium,Medium,High,High
8988,2014,3,10,11,56.0,60.0,5.0,-4.8,1.7,84.0,96.0,5.3,-3.0,1.9,Medium,Medium,High,High
8989,2014,3,10,12,43.0,66.0,6.5,-5.2,2.2,85.0,96.0,6.3,-3.1,1.1,Medium,Medium,High,High
8990,2014,3,10,13,47.0,59.0,7.6,-5.8,1.9,72.0,97.0,7.3,-3.6,2.1,Medium,Medium,High,High
8991,2014,3,10,14,54.0,80.0,8.5,-6.1,0.9,107.0,113.0,8.8,-4.1,0.8,Medium,High,High,High
8992,2014,3,10,15,86.0,98.0,9.1,-6.4,2.2,85.0,114.0,9.2,-4.8,1.2,High,High,High,High
8993,2014,3,10,16,94.0,109.0,8.6,-6.4,1.9,111.0,122.0,8.8,-5.1,1.1,High,High,High,High
8994,2014,3,10,17,101.0,120.0,7.9,-4.9,1.6,110.0,117.0,7.9,-4.6,1.6,High,High,High,High
8995,2014,3,10,18,116.0,137.0,6.2,-4.0,1.1,111.0,119.0,6.2,-3.7,1.1,Very High,High,High,High
8996,2014,3,10,19,129.0,147.0,4.9,-3.2,0.6,121.0,139.0,4.0,-2.2,0.0,Very High,Very High,Very High,High
